video,match_beat,match_pnum,match_name,score,margin,second,prompt
beat_44_p01.mp4,beat_33,p02,beat_33_p02,0.3077,0.0136,beat_31_p02,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: the word ""OWNED"" drawn in solid bold strokes on the left, a heavy hand-drawn arrow with hatching, and the word ""RENTED"" on the right drawn equally bold. Beneath the arrow, a small key icon transforming into a cloud icon. Caption: ""WHAT CHANGED WAS NOT THE PRODUCT. IT WAS THE OWNERSHIP."" 16:9 widescreen, black ink on white, diagram style."
beat_09_p01.mp4,beat_33,p03,beat_33_p03,0.3247,0.0155,beat_20_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a designer figure standing next to a large stack of finished work (drawn as a pile of documents and images with a trophy on top), with a monthly payment card floating above the stack — the work depends on the payment continuing. Caption: ""A CUSTOMER WHO MUST KEEP PAYING TO KEEP WHAT THEY'VE ALREADY MADE."" 16:9, black marker ink on white, documentary style."
beat_17_p01.mp4,beat_33,p03,beat_33_p03,0.2486,0.0037,beat_11_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a designer figure standing next to a large stack of finished work (drawn as a pile of documents and images with a trophy on top), with a monthly payment card floating above the stack — the work depends on the payment continuing. Caption: ""A CUSTOMER WHO MUST KEEP PAYING TO KEEP WHAT THEY'VE ALREADY MADE."" 16:9, black marker ink on white, documentary style."
beat_21_p01.mp4,beat_33,p03,beat_33_p03,0.3007,0.0005,beat_39_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a designer figure standing next to a large stack of finished work (drawn as a pile of documents and images with a trophy on top), with a monthly payment card floating above the stack — the work depends on the payment continuing. Caption: ""A CUSTOMER WHO MUST KEEP PAYING TO KEEP WHAT THEY'VE ALREADY MADE."" 16:9, black marker ink on white, documentary style."
beat_40_p01.mp4,beat_33,p03,beat_33_p03,0.3117,0.0132,beat_33_p05,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a designer figure standing next to a large stack of finished work (drawn as a pile of documents and images with a trophy on top), with a monthly payment card floating above the stack — the work depends on the payment continuing. Caption: ""A CUSTOMER WHO MUST KEEP PAYING TO KEEP WHAT THEY'VE ALREADY MADE."" 16:9, black marker ink on white, documentary style."
beat_44_p02.mp4,beat_33,p03,beat_33_p03,0.3017,0.0181,beat_29_p02,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a designer figure standing next to a large stack of finished work (drawn as a pile of documents and images with a trophy on top), with a monthly payment card floating above the stack — the work depends on the payment continuing. Caption: ""A CUSTOMER WHO MUST KEEP PAYING TO KEEP WHAT THEY'VE ALREADY MADE."" 16:9, black marker ink on white, documentary style."
beat_39_p03.mp4,beat_33,p04,beat_33_p04,0.2666,0.0003,beat_28_p03,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a small hand-drawn arrow labeled ""SOFTWARE IMPROVED — A LITTLE"" pointing slightly upward, drawn thin and modest; and a second arrow drawn huge and bold labeled ""OWNERSHIP CHANGED — COMPLETELY"" pointing steeply upward. Caption: ""THE SOFTWARE IMPROVED. THE ECONOMIC RELATIONSHIP CHANGED MORE."" 16:9, black ink only, sketchy documentary style."
beat_44_p03.mp4,beat_33,p04,beat_33_p04,0.302,0.0257,beat_33_p03,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a small hand-drawn arrow labeled ""SOFTWARE IMPROVED — A LITTLE"" pointing slightly upward, drawn thin and modest; and a second arrow drawn huge and bold labeled ""OWNERSHIP CHANGED — COMPLETELY"" pointing steeply upward. Caption: ""THE SOFTWARE IMPROVED. THE ECONOMIC RELATIONSHIP CHANGED MORE."" 16:9, black ink only, sketchy documentary style."
beat_16_p01.mp4,beat_33,p05,beat_33_p05,0.2601,0.0077,beat_33_p03,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: two machines drawn side by side — LEFT: a box with a gear labeled ""SELL ONCE"" (one coin out, then dust); RIGHT: a box labeled ""RENT FOREVER"" with a continuous stream of coins. A hand-drawn label beneath: ""THAT IS A DIFFERENT MACHINE."" The contrast is the conclusion. 16:9, black ink on white, diagram style."
beat_38_p04.mp4,beat_33,p05,beat_33_p05,0.2788,0.0142,beat_60_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: two machines drawn side by side — LEFT: a box with a gear labeled ""SELL ONCE"" (one coin out, then dust); RIGHT: a box labeled ""RENT FOREVER"" with a continuous stream of coins. A hand-drawn label beneath: ""THAT IS A DIFFERENT MACHINE."" The contrast is the conclusion. 16:9, black ink on white, diagram style."
beat_45_p01.mp4,beat_33,p05,beat_33_p05,0.3279,0.0389,beat_64_p02,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: two machines drawn side by side — LEFT: a box with a gear labeled ""SELL ONCE"" (one coin out, then dust); RIGHT: a box labeled ""RENT FOREVER"" with a continuous stream of coins. A hand-drawn label beneath: ""THAT IS A DIFFERENT MACHINE."" The contrast is the conclusion. 16:9, black ink on white, diagram style."
beat_46_p01.mp4,beat_34,p01,beat_34_p01,0.3028,0.0391,beat_14_p01,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: the equation ""ANGER ≠ CHURN"" drawn in bold black marker — with the ""≠"" drawn oversized and heavy. On the left side, a small storm cloud icon (anger); on the right side, a small coin with a checkmark (still subscribed). Hatch shading behind the ≠. The equation is the lesson. 16:9 widescreen, black ink on white, documentary sketch style."
beat_46_p02.mp4,beat_34,p02,beat_34_p02,0.2627,0.0014,beat_34_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: two vertical meters — LEFT labeled ""ANGER"" with the needle pinned high; RIGHT labeled ""REVENUE"" with the needle also pinned high. Both meters drawn with bold strokes and hatching. A hand-drawn note between them: ""BOTH WENT UP."" Caption: ""THE ANGER WAS REAL. THE RESULT WAS REALER."" 16:9 widescreen, black ink on white, diagram style."
beat_46_p03.mp4,beat_34,p03,beat_34_p03,0.3735,0.0511,beat_46_p03,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard payoff frame: the words ""THE BACKLASH DOESN'T MATTER"" drawn in huge bold black marker letters, centered, with heavy hatching behind them. Small text beneath: ""THAT'S THE LESSON THE WHOLE MARKET TOOK."" The frame holds on the terrible idea. 16:9, black ink only, confident sketchy style."
beat_48_p02.mp4,beat_36,p02,beat_36_p02,0.392,0.0398,beat_30_p02,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a chaotic tangle of cables behind a TV — drawn as looping scribbled lines in bold strokes with heavy hatching in the tangle — a cable box and a router buried inside. The tangle is drawn dark and dense, the TV above clean. Caption: ""THE BOX. THE CABLES. THE BILL."" 16:9 widescreen, black ink on white, documentary sketch style."
beat_48_p03.mp4,beat_36,p02,beat_36_p02,0.3302,0.0012,beat_36_p03,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a chaotic tangle of cables behind a TV — drawn as looping scribbled lines in bold strokes with heavy hatching in the tangle — a cable box and a router buried inside. The tangle is drawn dark and dense, the TV above clean. Caption: ""THE BOX. THE CABLES. THE BILL."" 16:9 widescreen, black ink on white, documentary sketch style."
beat_49_p01.mp4,beat_37,p01,beat_37_p01,0.3347,0.0266,beat_60_p01,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: on the LEFT, a single tall stack of discs or cards labeled ""ONE SERVICE"", and a bold hand-drawn arrow splitting it apart into multiple smaller stacks on the RIGHT — each drawn with a small label scribble. The split is drawn with radiating crack lines. Caption: ""THE CATALOGUE SPLIT."" 16:9 widescreen, black ink on white, diagram sketch style."
beat_49_p03.mp4,beat_37,p03,beat_37_p03,0.3096,0.0102,beat_39_p03,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a single large bill (the old cable bill, drawn faded/dashed in the background) being reassembled from five separate small cards in the foreground — the small cards sliding together along hand-drawn arrows. A hand-drawn note: ""THE BUNDLE, REBUILT ONE CARD AT A TIME."" The frame sets up the numbers ahead. 16:9, black marker ink on white, documentary sketch style."
beat_50_p01.mp4,beat_38,p01,beat_38_p01,0.2862,0.0344,beat_36_p02,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: ""4.7"" drawn in huge bold black marker with a label beneath: ""STREAMING SERVICES PER HOUSEHOLD"". Beneath that, smaller: ""$61 / MONTH COMBINED"". A hand-drawn house icon in the corner with radiating lines. Hatch shading behind the numbers. The frame is a pure stat reveal. 16:9 widescreen, black ink on white, documentary sketch style."
beat_50_p02.mp4,beat_38,p01,beat_38_p01,0.2855,0.0082,beat_58_p02,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: ""4.7"" drawn in huge bold black marker with a label beneath: ""STREAMING SERVICES PER HOUSEHOLD"". Beneath that, smaller: ""$61 / MONTH COMBINED"". A hand-drawn house icon in the corner with radiating lines. Hatch shading behind the numbers. The frame is a pure stat reveal. 16:9 widescreen, black ink on white, documentary sketch style."
beat_56_p01.mp4,beat_38,p04,beat_38_p04,0.2886,0.0075,beat_60_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a monthly calendar page with small recurring charge ticks across all days, and beside it a stack of five small bills that visually equals one old large bill (drawn dashed behind them, same height). A hand-drawn equal sign between them. Caption: ""THE SAME SHAPE AS BEFORE. DIFFERENT NAME."" — sets up the six-small-bills idea. 16:9, black ink on white, diagram sketch style."
beat_11_p01.mp4,beat_39,p01,beat_39_p01,0.2731,0.0003,beat_38_p04,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a single large bill on the LEFT, and a bold hand-drawn crack/fracture splitting it into six smaller bills on the RIGHT — drawn with radiating crack lines and hatching. The total area of the six bills visually matches the one big bill. A hand-drawn note: ""SAME TOTAL"". 16:9 widescreen, black ink on white, diagram sketch style."
beat_17_p02.mp4,beat_39,p01,beat_39_p01,0.2681,0.002,beat_60_p01,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a single large bill on the LEFT, and a bold hand-drawn crack/fracture splitting it into six smaller bills on the RIGHT — drawn with radiating crack lines and hatching. The total area of the six bills visually matches the one big bill. A hand-drawn note: ""SAME TOTAL"". 16:9 widescreen, black ink on white, diagram sketch style."
beat_24_p03.mp4,beat_39,p01,beat_39_p01,0.2861,0.0011,beat_07_p02,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a single large bill on the LEFT, and a bold hand-drawn crack/fracture splitting it into six smaller bills on the RIGHT — drawn with radiating crack lines and hatching. The total area of the six bills visually matches the one big bill. A hand-drawn note: ""SAME TOTAL"". 16:9 widescreen, black ink on white, diagram sketch style."
beat_26_p01.mp4,beat_39,p01,beat_39_p01,0.3238,0.0024,beat_38_p04,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a single large bill on the LEFT, and a bold hand-drawn crack/fracture splitting it into six smaller bills on the RIGHT — drawn with radiating crack lines and hatching. The total area of the six bills visually matches the one big bill. A hand-drawn note: ""SAME TOTAL"". 16:9 widescreen, black ink on white, diagram sketch style."
beat_27_p01.mp4,beat_39,p01,beat_39_p01,0.332,0.011,beat_38_p04,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a single large bill on the LEFT, and a bold hand-drawn crack/fracture splitting it into six smaller bills on the RIGHT — drawn with radiating crack lines and hatching. The total area of the six bills visually matches the one big bill. A hand-drawn note: ""SAME TOTAL"". 16:9 widescreen, black ink on white, diagram sketch style."
beat_30_p01.mp4,beat_39,p01,beat_39_p01,0.2905,0.0216,beat_38_p04,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a single large bill on the LEFT, and a bold hand-drawn crack/fracture splitting it into six smaller bills on the RIGHT — drawn with radiating crack lines and hatching. The total area of the six bills visually matches the one big bill. A hand-drawn note: ""SAME TOTAL"". 16:9 widescreen, black ink on white, diagram sketch style."
beat_37_p02.mp4,beat_39,p01,beat_39_p01,0.2928,0.0045,beat_24_p06,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a single large bill on the LEFT, and a bold hand-drawn crack/fracture splitting it into six smaller bills on the RIGHT — drawn with radiating crack lines and hatching. The total area of the six bills visually matches the one big bill. A hand-drawn note: ""SAME TOTAL"". 16:9 widescreen, black ink on white, diagram sketch style."
beat_37_p03.mp4,beat_39,p01,beat_39_p01,0.299,0.0122,beat_60_p01,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a single large bill on the LEFT, and a bold hand-drawn crack/fracture splitting it into six smaller bills on the RIGHT — drawn with radiating crack lines and hatching. The total area of the six bills visually matches the one big bill. A hand-drawn note: ""SAME TOTAL"". 16:9 widescreen, black ink on white, diagram sketch style."
beat_48_p01.mp4,beat_39,p01,beat_39_p01,0.3299,0.0154,beat_60_p01,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a single large bill on the LEFT, and a bold hand-drawn crack/fracture splitting it into six smaller bills on the RIGHT — drawn with radiating crack lines and hatching. The total area of the six bills visually matches the one big bill. A hand-drawn note: ""SAME TOTAL"". 16:9 widescreen, black ink on white, diagram sketch style."
beat_52_p01.mp4,beat_39,p01,beat_39_p01,0.3311,0.0267,beat_25_p02,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a single large bill on the LEFT, and a bold hand-drawn crack/fracture splitting it into six smaller bills on the RIGHT — drawn with radiating crack lines and hatching. The total area of the six bills visually matches the one big bill. A hand-drawn note: ""SAME TOTAL"". 16:9 widescreen, black ink on white, diagram sketch style."
beat_63_p01.mp4,beat_39,p01,beat_39_p01,0.3321,0.0293,beat_38_p04,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a single large bill on the LEFT, and a bold hand-drawn crack/fracture splitting it into six smaller bills on the RIGHT — drawn with radiating crack lines and hatching. The total area of the six bills visually matches the one big bill. A hand-drawn note: ""SAME TOTAL"". 16:9 widescreen, black ink on white, diagram sketch style."
beat_64_p01.mp4,beat_39,p01,beat_39_p01,0.2943,0.0054,beat_42_p05,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a single large bill on the LEFT, and a bold hand-drawn crack/fracture splitting it into six smaller bills on the RIGHT — drawn with radiating crack lines and hatching. The total area of the six bills visually matches the one big bill. A hand-drawn note: ""SAME TOTAL"". 16:9 widescreen, black ink on white, diagram sketch style."
beat_38_p03.mp4,beat_39,p03,beat_39_p03,0.2972,0.0055,beat_27_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a hand-drawn reconstruction scene — workers (stick figures) reassembling a giant bill from six small cards on an assembly table, with a blueprint labeled ""REBUILD THE BUNDLE"". One worker holds a sign: ""FRAGMENT IT."" Caption: ""THE INDUSTRY REBUILT THE BUNDLE BY FRAGMENTING IT."" — the mechanism about to be named. 16:9, black ink on white, diagram sketch style."
beat_53_p01.mp4,beat_39,p03,beat_39_p03,0.3158,0.0254,beat_54_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a hand-drawn reconstruction scene — workers (stick figures) reassembling a giant bill from six small cards on an assembly table, with a blueprint labeled ""REBUILD THE BUNDLE"". One worker holds a sign: ""FRAGMENT IT."" Caption: ""THE INDUSTRY REBUILT THE BUNDLE BY FRAGMENTING IT."" — the mechanism about to be named. 16:9, black ink on white, diagram sketch style."
beat_53_p02.mp4,beat_40,p01,beat_40_p01,0.3191,0.026,beat_63_p02,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: the word ""STREAMFLATION"" drawn in huge bold black marker letters, with a hand-drawn underline and radiating emphasis lines. Beneath it, a small TV icon fused with an inflation balloon icon (a circle with an arrow pointing up). Hatch shading behind the word. The term is being introduced. 16:9 widescreen, black ink on white, documentary sketch style."
beat_06_p01.mp4,beat_40,p03,beat_40_p03,0.3205,0.0038,beat_33_p03,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a stick figure watching their statement month after month — three small calendar frames drawn in a row, each showing a bill that grows by a tiny amount (drawn as a slightly taller bill each frame). The figure's expression stays neutral in each frame. Caption: ""EACH RAISE FELT LIKE NOTHING. THAT WAS THE DESIGN."" 16:9, black ink on white, documentary sketch style."
beat_12_p01.mp4,beat_40,p03,beat_40_p03,0.3196,0.0015,beat_20_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a stick figure watching their statement month after month — three small calendar frames drawn in a row, each showing a bill that grows by a tiny amount (drawn as a slightly taller bill each frame). The figure's expression stays neutral in each frame. Caption: ""EACH RAISE FELT LIKE NOTHING. THAT WAS THE DESIGN."" 16:9, black ink on white, documentary sketch style."
beat_31_p03.mp4,beat_40,p03,beat_40_p03,0.2685,0.002,beat_20_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a stick figure watching their statement month after month — three small calendar frames drawn in a row, each showing a bill that grows by a tiny amount (drawn as a slightly taller bill each frame). The figure's expression stays neutral in each frame. Caption: ""EACH RAISE FELT LIKE NOTHING. THAT WAS THE DESIGN."" 16:9, black ink on white, documentary sketch style."
beat_33_p04.mp4,beat_40,p03,beat_40_p03,0.2968,0.0011,beat_60_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a stick figure watching their statement month after month — three small calendar frames drawn in a row, each showing a bill that grows by a tiny amount (drawn as a slightly taller bill each frame). The figure's expression stays neutral in each frame. Caption: ""EACH RAISE FELT LIKE NOTHING. THAT WAS THE DESIGN."" 16:9, black ink on white, documentary sketch style."
beat_53_p03.mp4,beat_40,p03,beat_40_p03,0.2705,0.0185,beat_40_p02,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a stick figure watching their statement month after month — three small calendar frames drawn in a row, each showing a bill that grows by a tiny amount (drawn as a slightly taller bill each frame). The figure's expression stays neutral in each frame. Caption: ""EACH RAISE FELT LIKE NOTHING. THAT WAS THE DESIGN."" 16:9, black ink on white, documentary sketch style."
beat_53_p04.mp4,beat_40,p03,beat_40_p03,0.3072,0.0008,beat_39_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a stick figure watching their statement month after month — three small calendar frames drawn in a row, each showing a bill that grows by a tiny amount (drawn as a slightly taller bill each frame). The figure's expression stays neutral in each frame. Caption: ""EACH RAISE FELT LIKE NOTHING. THAT WAS THE DESIGN."" 16:9, black ink on white, documentary sketch style."
beat_55_p01.mp4,beat_41,p02,beat_41_p02,0.2874,0.0475,beat_24_p02,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a car interior in cutaway — a driver stick figure and a seat with a hand-drawn heating icon (curved lines rising from the seat), drawn bold. A small monthly fee card floats above the seat with a lock icon. A hand-drawn note: ""ALREADY INSTALLED. YOU BOUGHT THE CAR."" Caption: ""BMW TRIED CHARGING MONTHLY FOR HEATED SEATS."" 16:9 widescreen, black ink on white, documentary style."
beat_56_p02.mp4,beat_41,p04,beat_41_p04,0.282,0.0054,beat_57_p02,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a hand-drawn podium with a trophy on top, and on the trophy a label: ""MAKING IT HARD TO LEAVE"". Around the podium, smaller objects (products) fade into the background. A hand-drawn note: ""MORE VALUABLE THAN ANY PRODUCT DECISION."" Caption: ""ONCE EVERYTHING IS A SUBSCRIPTION, THIS IS THE WINNING MOVE."" 16:9, black marker ink on white, documentary style."
beat_49_p02.mp4,beat_41,p05,beat_41_p05,0.3015,0.0008,beat_44_p02,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a central circle labeled ""SUBSCRIBE"" with thick hand-drawn lines radiating outward to many small object icons — car, printer, doorbell, TV, phone, fridge, coffee maker — forming a web. The lines are drawn bold with hatching. Caption: ""AND NOW THE QUESTION ISN'T WHAT YOU BUY. IT'S HOW HARD IT IS TO LEAVE."" — sets up the Iliad. 16:9, black ink on white, diagram sketch style."
beat_57_p02.mp4,beat_42,p01,beat_42_p01,0.3074,0.0059,beat_42_p05,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a classical federal building with columns and a wide staircase, drawn in bold black marker with hatching on the columns, a flag on top. In the foreground, a legal document scroll labeled ""FTC v. AMAZON"" with a seal. Caption: ""IN 2023, THE FEDERAL TRADE COMMISSION SUED AMAZON."" 16:9 widescreen, black ink on white, documentary sketch style."
beat_57_p03.mp4,beat_42,p02,beat_42_p02,0.3105,0.0097,beat_51_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a website checkout screen drawn as a large rectangle — a big bold button at the top labeled ""PLACE ORDER WITH PRIME"" with radiating lines, and beneath it, small and light: a tiny line of text with a checkbox labeled ""SKIP PRIME"". A hand-drawn note: ""THE EXPENSIVE CHOICE IS THE EASY ONE."" 16:9 widescreen, black ink on white, documentary style."
beat_58_p02.mp4,beat_42,p02,beat_42_p02,0.2986,0.0014,beat_40_p03,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a website checkout screen drawn as a large rectangle — a big bold button at the top labeled ""PLACE ORDER WITH PRIME"" with radiating lines, and beneath it, small and light: a tiny line of text with a checkbox labeled ""SKIP PRIME"". A hand-drawn note: ""THE EXPENSIVE CHOICE IS THE EASY ONE."" 16:9 widescreen, black ink on white, documentary style."
beat_11_p02.mp4,beat_42,p03,beat_42_p03,0.3024,0.0415,beat_20_p02,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a magnifying glass over a checkout page, and within the lens, a small spider-web pattern drawn over the interface — the dark pattern. A label beneath the lens: ""REGULATORS CALL IT DARK PATTERNS."" Hatch shading on the web. 16:9, black marker ink on white, sketchy documentary style."
beat_58_p01.mp4,beat_42,p03,beat_42_p03,0.2845,0.0145,beat_58_p02,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a magnifying glass over a checkout page, and within the lens, a small spider-web pattern drawn over the interface — the dark pattern. A label beneath the lens: ""REGULATORS CALL IT DARK PATTERNS."" Hatch shading on the web. 16:9, black marker ink on white, sketchy documentary style."
beat_58_p03.mp4,beat_43,p01,beat_43_p01,0.2902,0.0462,beat_54_p01,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a vast dense crowd of stick figures stretching across the frame to the horizon, drawn with rapid repetitive strokes forming a dark mass, and a hand-drawn label above: ""MILLIONS"". Each figure has a tiny dollar sign above their head. Caption: ""MILLIONS PAYING FOR A SUBSCRIPTION THEY NEVER KNOWINGLY STARTED."" 16:9 widescreen, black ink on white, documentary sketch style."
beat_29_p02.mp4,beat_44,p01,beat_44_p01,0.2868,0.0044,beat_18_p02,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a labyrinth drawn in bold black marker, its walls made of small rectangular UI cards — each card a screen with a tiny ""?"" on it. At the labyrinth's center, a small figure; at the far edge, a tiny exit sign. The maze fills the frame with hatching. Caption: ""TO LEAVE PRIME, YOU WALK A MAZE."" 16:9 widescreen, black ink on white, sketchy documentary style."
beat_59_p01.mp4,beat_44,p01,beat_44_p01,0.2516,0.0175,beat_33_p01,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a labyrinth drawn in bold black marker, its walls made of small rectangular UI cards — each card a screen with a tiny ""?"" on it. At the labyrinth's center, a small figure; at the far edge, a tiny exit sign. The maze fills the frame with hatching. Caption: ""TO LEAVE PRIME, YOU WALK A MAZE."" 16:9 widescreen, black ink on white, sketchy documentary style."
beat_57_p01.mp4,beat_44,p02,beat_44_p02,0.2753,0.007,beat_24_p03,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a screen showing a list of benefit icons with sad faces drawn on them: a delivery box, a streaming play button, a music note, a book — each with a small ""YOU'LL LOSE THIS"" label. A figure at the screen hesitates. Caption: ""REMINDERS OF EVERYTHING YOU'D LOSE."" 16:9 widescreen, black ink on white, documentary style."
beat_59_p02.mp4,beat_44,p02,beat_44_p02,0.2725,0.0074,beat_33_p05,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a screen showing a list of benefit icons with sad faces drawn on them: a delivery box, a streaming play button, a music note, a book — each with a small ""YOU'LL LOSE THIS"" label. A figure at the screen hesitates. Caption: ""REMINDERS OF EVERYTHING YOU'D LOSE."" 16:9 widescreen, black ink on white, documentary style."
beat_61_p01.mp4,beat_46,p01,beat_46_p01,0.2854,0.0112,beat_45_p01,"﻿Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: a library shelf with the classic tome labeled ""ILIAD — HOMER"" standing prominently, drawn in bold strokes with radiating lines. A stick-figure hand reaches for it. Hatch shading on the shelf. Caption: ""A POEM ABOUT A WAR THAT LASTED TEN YEARS."" 16:9 widescreen, black ink on white, documentary sketch style."
beat_61_p02.mp4,beat_46,p02,beat_46_p02,0.2486,0.0135,beat_33_p02,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: the phrase ""NOT AN ACCIDENT"" drawn in bold marker with a slash through the word ""coincidence"" written smaller and crossed out beneath. A small magnifying glass over a document with ""ILIAD"" on it. Caption: ""NOT A TRANSLATION SLIP. NOT A NAMING COINCIDENCE."" 16:9 widescreen, black ink on white, sketchy documentary style."
beat_24_p04.mp4,beat_46,p03,beat_46_p03,0.3002,0.0086,beat_12_p01,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: the cancellation maze drawn faintly across the whole frame, and standing before it a small stick figure — the customer — with a small thought bubble showing the word ""ILIAD"". The tone is quiet and unsettling. Caption: ""THE CUSTOMER WALKED THE EPIC. THE COMPANY WROTE IT."" 16:9, black marker ink on white, documentary sketch style."
beat_62_p01.mp4,beat_46,p03,beat_46_p03,0.2754,0.0239,beat_29_p02,"Black-and-white hand-drawn whiteboard sketch animation frame, 16:9 widescreen. A whiteboard sketch: the cancellation maze drawn faintly across the whole frame, and standing before it a small stick figure — the customer — with a small thought bubble showing the word ""ILIAD"". The tone is quiet and unsettling. Caption: ""THE CUSTOMER WALKED THE EPIC. THE COMPANY WROTE IT."" 16:9, black marker ink on white, documentary sketch style."
